item_type,file,key_a,key_b,label,origin,source_db,source_ref,pmid,doi,nct_id,chembl_id,mesh_id,drugbank_id,source_url,source_title,source_journal_year,retrieved_on,query_used,evidence_level,verdict,verification,ref_url,note
drug_disease_label,associations/Kdataset.csv,35(DB00996),460(D010003),gabapentin → Osteoarthritis,data-v3 (擴充),—(文獻/指引),JAVMA 2018 (Guedes et al),30110208,,,,D010003,DB00996,https://avmajournals.avma.org/view/journals/javma/253/5/javma.253.5.579.xml,,JAVMA 2018 (Guedes et al),2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,RCT,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pubmed.ncbi.nlm.nih.gov/30110208/,[Evidence欄:PMID:30110208] Blinded placebo-controlled randomized crossover trial in geriatric osteoarthritic cats: owner-assessed mobility improved on gabapentin 10 mg/kg q12h;  | 橋接:EQUIVALENT
drug_disease_label,associations/Kdataset.csv,35(DB00996),475(D001008),gabapentin → Anxiety Disorders,data-v3 (擴充),—(文獻/指引),JAVMA 2017 (van Haaften),29099247,,,,D001008,DB00996,https://pubmed.ncbi.nlm.nih.gov/29099247/,,JAVMA 2017 (van Haaften),2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,RCT,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pubmed.ncbi.nlm.nih.gov/29099247/,[Evidence欄:PMID:29099247] Blinded crossover RCT: single pre-appointment 100 mg gabapentin dose significantly reduced stress/anxiety signs in cats during transport and veterinar | 橋接:ANALOGOUS
drug_disease_label,associations/Kdataset.csv,352(DB00648),488(D003480),mitotane → Cushing Syndrome,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,1656032,10.1111/j.1939-1676.1991.tb00945.x,,,D003480,DB00648,https://pubmed.ncbi.nlm.nih.gov/1656032/,"Mitotane (o,p'-DDD) treatment of 200 dogs with pituitary-dependent hyperadrenocorticism",J Vet Intern Med 1991,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),case_series,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/1656032/,"[Evidence欄:標準犬庫欣] >80% of dogs treated beyond 3 months had good-to-excellent response; mitotane is an established canine Cushing's therapy, though trilostane is now gen | 橋接:EQUIVALENT"
drug_disease_label,associations/Kdataset.csv,352(DB00648),497(D000306),mitotane → Adrenal Cortex Neoplasms,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,7928549,,,,D000306,DB00648,https://avmajournals.avma.org/view/journals/javma/205/1/javma.1994.205.01.54.xml,Mitotane treatment of 32 dogs with cortisol-secreting adrenocortical neoplasms,J Am Vet Med Assoc 1994,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),case_series,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/7928549/,[Evidence欄:標準犬腎上腺腫瘤] Established medical alternative to adrenalectomy for canine cortisol-secreting adrenocortical tumors (66% good-to-excellent response); trilostane is n | 橋接:EQUIVALENT
drug_disease_label,associations/Kdataset.csv,363(DB00880),490(D020790),"DB00880 → Diabetes Insipidus, Neurogenic",data-v3 (擴充),—(文獻/指引),Merck Veterinary Manual,,,,,D020790,DB00880,https://www.merckvetmanual.com/pharmacology/systemic-pharmacotherapeutics-of-the-urinary-system/pharmacotherapeutics-in-diabetes-insipidus-in-animals,,Merck Veterinary Manual,2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,review,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://www.merckvetmanual.com/pharmacology/systemic-pharmacotherapeutics-of-the-urinary-system/pharmacotherapeutics-in-diabetes-insipidus-in-animals,"[Evidence欄:Merck Veterinary Manual] Merck Vet Manual states thiazide diuretics (eg, chlorothiazide) may decrease polyuria by 30-50% in dogs/cats with central (neurogenic) or nephrogenic  | 橋接:EQUIVALENT"
drug_disease_label,associations/Kdataset.csv,366(DB00859),499(D006527),penicillamine → Hepatolenticular Degeneration,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,30844094,10.1111/jvim.15467,,,D006527,DB00859,https://academic.oup.com/jvim/article/33/3/1173/8448093,ACVIM consensus statement on the diagnosis and treatment of chronic hepatitis in dogs,J Vet Intern Med 2019;33(3):1173-1200,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),guideline,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/30844094/,"[Evidence欄:標準犬銅肝病] Consensus states 'D-penicillamine is the Cu chelator of choice' at 10-15 mg/kg BID; MeSH term is human Wilson disease, the canine counterpart being co | 橋接:ANALOGOUS"
drug_disease_label,associations/Kdataset.csv,37(DB00619),502(D007946),"DB00619 → Leukemia, Mast-Cell",data-v3 (擴充),—(文獻/指引),Vet Immunol Immunopathol 2006,16908071,,,,D007946,DB00619,https://pubmed.ncbi.nlm.nih.gov/16908071/,,Vet Immunol Immunopathol 2006,2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,case_series,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pubmed.ncbi.nlm.nih.gov/16908071/,[Evidence欄:PMID:16908071] A cat with systemic mastocytosis and mastocytemia (leukemic mast cell disease) with a c-kit exon 8 ITD responded to imatinib mesylate: tumor masses un | 橋接:ANALOGOUS
drug_disease_label,associations/Kdataset.csv,370(DB00437),493(D007896),allopurinol → Leishmaniasis,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,21599936,,,,D007896,DB00437,https://pubmed.ncbi.nlm.nih.gov/21599936/,LeishVet guidelines for the practical management of canine leishmaniosis,Parasit Vectors 2011,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),guideline,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/21599936/,[Evidence欄:標準犬利什曼] Allopurinol is standard first-line therapy but only in combination (with meglumine antimoniate or miltefosine); LeishVet does not recommend allopurino | 橋接:EQUIVALENT
drug_disease_label,associations/Kdataset.csv,375(DB06176),454(D064726),DB06176 → Triple Negative Breast Neoplasms,data-v2 (TNBC),ChEMBL drug_indication (mesh_id=D064726),ClinicalTrials.gov NCT02393794,,,NCT02393794,CHEMBL343448,D064726,DB06176,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL343448/,Cisplatin Plus Romidepsin & Nivolumab in Locally Recurrent or Metastatic Triple Negative B,,2026-07-22,GET ebi.ac.uk/chembl/api/data/drug_indication?mesh_id=D064726 | GET clinicaltrials.gov/api/v2/studies?query.cond=triple+negative+breast+cancer&query.intr=romidepsin,clinical_phase_1,SUPPORTED,PubChem PUG REST (ID) + ClinicalTrials.gov API v2 (交叉驗),https://clinicaltrials.gov/study/NCT02393794,[Evidence欄:ChEMBL-p1|NCT02393794] ChEMBL max_phase 1;CT.gov 1 個試驗
drug_disease_label,associations/Kdataset.csv,38(DB00864),457(D003876),"DB00864 → Dermatitis, Atopic",data-v3 (擴充),—(文獻/指引),ICADA 2015 updated guidelines for treatment of canine atopic dermatitis (Olivry et al.),26276051,,,,D003876,DB00864,https://pmc.ncbi.nlm.nih.gov/articles/PMC4537558/,,ICADA 2015 updated guidelines for treatment of canine atopic dermatitis (Olivry et al.),2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,guideline,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pubmed.ncbi.nlm.nih.gov/26276051/,"[Evidence欄:PMID:26276051] ICADA guidelines recommend topical tacrolimus to control localized atopic dermatitis lesions in dogs, of particular value where glucocorticoid-induced | 橋接:EQUIVALENT"
drug_disease_label,associations/Kdataset.csv,38(DB00864),468(D008178),"DB00864 → Lupus Erythematosus, Cutaneous",data-v3 (擴充),—(文獻/指引),"SOJ Vet Sci 2017 (Messinger, RCT)",,,,,D008178,DB00864,https://symbiosisonlinepublishing.com/veterinary-sciences/veterinary-sciences25.php,,"SOJ Vet Sci 2017 (Messinger, RCT)",2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,RCT,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://symbiosisonlinepublishing.com/veterinary-sciences/veterinary-sciences25.php,"[Evidence欄:SOJ Vet Sci 2017 (Messinger,] Randomized double-blind placebo-controlled crossover: 0.03% tacrolimus ointment improved canine discoid lupus in 72% vs 17% placebo (p=0.008). | 橋接:ANALOGOUS"
drug_disease_label,associations/Kdataset.csv,393(DB00196),486(D003453),fluconazole → Cryptococcosis,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,1588463,10.1080/02681219280000181,,,D003453,DB00196,https://pubmed.ncbi.nlm.nih.gov/1588463/,Cryptococcosis in cats: clinical and mycological assessment of 29 cases and evaluation of treatment using orally administered fluconazole,J Med Vet Mycol 1992,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),case_series,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/1588463/,[Evidence欄:標準] Fluconazole is a first-line oral agent for feline cryptococcosis (excellent response in 29 cases); ABCD feline guideline also covers this indication. | 橋接:EQUIVALENT
drug_disease_label,associations/Kdataset.csv,393(DB00196),491(D006660),fluconazole → Histoplasmosis,data-v3 (擴充),—(文獻/指引),Reinhart et al 2012 J Feline Med Surg,22736675,,,,D006660,DB00196,https://journals.sagepub.com/doi/full/10.1177/1098612X12452494,,Reinhart et al 2012 J Feline Med Surg,2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,case_series,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pubmed.ncbi.nlm.nih.gov/22736675/,[Evidence欄:PMID:22736675] Retrospective study of 32 cats with confirmed histoplasmosis found fluconazole a viable first-line alternative to itraconazole with similar mortality/ | 橋接:EQUIVALENT
drug_disease_label,associations/Kdataset.csv,401(DB01001),456(D001249),DB01001 → Asthma,data-v3 (擴充),—(文獻/指引),Asthma in Cats: Management Guidelines (Today's Veterinary Practice),,,,,D001249,DB01001,https://todaysveterinarypractice.com/respiratory-medicine/asthma-in-cats-management-guidelines/,,Asthma in Cats: Management Guidelines (Today's Veterinary Practice),2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,review,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://todaysveterinarypractice.com/respiratory-medicine/asthma-in-cats-management-guidelines/,[Evidence欄:Asthma in Cats: Management G] Metered-dose inhaled albuterol/salbutamol is the standard rescue bronchodilator for acute bronchoconstriction episodes in feline asthma (limited to ac | 橋接:EQUIVALENT
drug_disease_label,associations/Kdataset.csv,41(DB00909),479(D020190),"zonisamide → Myoclonic Epilepsy, Juvenile",data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,38780448,10.1111/jvim.17108,,,D020190,DB00909,https://pmc.ncbi.nlm.nih.gov/articles/PMC11256125/,Clinical efficacy and tolerability of zonisamide monotherapy in dogs with newly diagnosed idiopathic epilepsy: Prospective open-label uncontrolled multicenter trial,J Vet Intern Med 2024,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),prospective_trial,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/38780448/,"[Evidence欄:標準] Zonisamide is an accepted canine antiseizure drug (76% of 53 dogs had >=50% seizure reduction), but 2015 ACVIM graded it Level III/Grade C — weaker th | 橋接:ANALOGOUS"
drug_disease_label,associations/Kdataset.csv,412(DB00869),467(D005902),"dorzolamide → Glaucoma, Open-Angle",data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,16771760,10.1111/j.1463-5224.2006.00469.x,,,D005902,DB00869,https://pubmed.ncbi.nlm.nih.gov/16771760/,"Comparison of the effects of topical administration of a fixed combination of dorzolamide-timolol to monotherapy with timolol or dorzolamide on IOP, pupil size, and heart rate in glaucomatous dogs",Vet Ophthalmol 2006,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),prospective_trial,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/16771760/,[Evidence欄:標準犬青光眼] Exact disease match — study used 12 laboratory Beagles with inherited primary open-angle glaucoma; dorzolamide lowers IOP and is a mainstay of canine  | 橋接:ANALOGOUS
drug_disease_label,associations/Kdataset.csv,42(DB00472),475(D001008),fluoxetine → Anxiety Disorders,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,17447222,,,,D001008,DB00472,https://pubmed.ncbi.nlm.nih.gov/17447222/,Effects of reconcile (fluoxetine) chewable tablets plus behavior management for canine separation anxiety,Vet Ther 2007,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),RCT,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/17447222/,[Evidence欄:標準犬行為] Fluoxetine (Reconcile) is FDA-approved for canine separation anxiety; placebo-controlled trial supports efficacy with behavior modification. | 橋接:ANALOGOUS
drug_disease_label,associations/Kdataset.csv,422(DB00905),467(D005902),"DB00905 → Glaucoma, Open-Angle",data-v3 (擴充),—(文獻/指引),VETgirl CE (canine glaucoma),,,,,D005902,DB00905,https://vetgirlontherun.com/medical-options-for-the-treatment-of-canine-glaucoma-vetgirl-veterinary-continuing-education-blog/,,VETgirl CE (canine glaucoma),2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,review,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://vetgirlontherun.com/medical-options-for-the-treatment-of-canine-glaucoma-vetgirl-veterinary-continuing-education-blog/,"[Evidence欄:VETgirl CE (canine glaucoma)] Prostaglandin analog documented to be effective for IOP reduction in the dog, used as topical glaucoma therapy. | 橋接:ANALOGOUS"
drug_disease_label,associations/Kdataset.csv,428(DB00871),456(D001249),terbutaline → Asthma,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,,,,,D001249,DB00871,https://www.merckvetmanual.com/pharmacology/systemic-pharmacotherapeutics-of-the-respiratory-system/systemic-treatment-of-inflammatory-airway-disease-in-animals,Systemic Treatment of Inflammatory Airway Disease in Animals - Merck Veterinary Manual,,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),guideline,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://www.merckvetmanual.com/pharmacology/systemic-pharmacotherapeutics-of-the-respiratory-system/systemic-treatment-of-inflammatory-airway-disease-in-animals,"[Evidence欄:標準] Merck Vet Manual gives explicit feline dosing (0.01 mg/kg SC for crises; 0.625 mg/cat PO q12h chronic); standard as rescue/adjunctive bronchodilator,  | 橋接:EQUIVALENT"
drug_disease_label,associations/Kdataset.csv,433(DB00287),467(D005902),"DB00287 → Glaucoma, Open-Angle",data-v3 (擴充),—(文獻/指引),VETgirl CE (canine glaucoma),,,,,D005902,DB00287,https://vetgirlontherun.com/medical-options-for-the-treatment-of-canine-glaucoma-vetgirl-veterinary-continuing-education-blog/,,VETgirl CE (canine glaucoma),2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,review,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://vetgirlontherun.com/medical-options-for-the-treatment-of-canine-glaucoma-vetgirl-veterinary-continuing-education-blog/,"[Evidence欄:VETgirl CE (canine glaucoma)] Prostaglandin F2-alpha analog shown effective at lowering IOP in dogs (same first-line class as labeled latanoprost); dogs respond, cats poorly. | 橋接:ANALOGOUS"
drug_disease_label,associations/Kdataset.csv,434(DB01262),454(D064726),DB01262 → Triple Negative Breast Neoplasms,data-v2 (TNBC),ChEMBL drug_indication (mesh_id=D064726),ClinicalTrials.gov NCT03295552,,,NCT03295552,CHEMBL1201129,D064726,DB01262,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201129/,Decitabine Plus Carboplatin in the Treatment of Metastatic TNBC,,2026-07-22,GET ebi.ac.uk/chembl/api/data/drug_indication?mesh_id=D064726 | GET clinicaltrials.gov/api/v2/studies?query.cond=triple+negative+breast+cancer&query.intr=decitabine,clinical_phase_1,SUPPORTED,PubChem PUG REST (ID) + ClinicalTrials.gov API v2 (交叉驗),https://clinicaltrials.gov/study/NCT03295552,[Evidence欄:ChEMBL-p1|NCT03295552] ChEMBL max_phase 1;CT.gov 5 個試驗
drug_disease_label,associations/Kdataset.csv,435(DB00915),460(D010003),DB00915 → Osteoarthritis,data-v3 (擴充),—(文獻/指引),JVIM 2008 (Lascelles et al),18289289,,,,D010003,DB00915,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1939-1676.2007.0014.x,,JVIM 2008 (Lascelles et al),2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,RCT,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pubmed.ncbi.nlm.nih.gov/18289289/,[Evidence欄:PMID:18289289] Randomized blinded placebo-controlled trial: adding amantadine to meloxicam improved physical activity in dogs with NSAID-refractory osteoarthritis pa | 橋接:EQUIVALENT
drug_disease_label,associations/Kdataset.csv,438(DB00307),454(D064726),DB00307 → Triple Negative Breast Neoplasms,data-v2 (TNBC),ChEMBL drug_indication (mesh_id=D064726),ClinicalTrials.gov NCT04664829,,,NCT04664829,CHEMBL1023,D064726,DB00307,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1023/,The Role of Bexarotene in Inducing Susceptibility to Chemotherapy in Metastatic TNBC,,2026-07-22,GET ebi.ac.uk/chembl/api/data/drug_indication?mesh_id=D064726 | GET clinicaltrials.gov/api/v2/studies?query.cond=triple+negative+breast+cancer&query.intr=bexarotene,clinical_phase_1,SUPPORTED,PubChem PUG REST (ID) + ClinicalTrials.gov API v2 (交叉驗),https://clinicaltrials.gov/study/NCT04664829,[Evidence欄:ChEMBL-p1|NCT04664829] ChEMBL max_phase 1;CT.gov 1 個試驗
drug_disease_label,associations/Kdataset.csv,442(DB00845),487(D009165),"DB00845 → Mycobacterium Infections, Nontuberculous",data-v3 (擴充),—(文獻/指引),JFMS Feline Leprosy review (Malik) / WSAVA,,,,,D009165,DB00845,https://pmc.ncbi.nlm.nih.gov/articles/PMC10829152/,,JFMS Feline Leprosy review (Malik) / WSAVA,2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,case_series,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pmc.ncbi.nlm.nih.gov/articles/PMC10829152/,"[Evidence欄:JFMS Feline Leprosy review (] Clofazimine (25-50 mg/cat) has the best reported success rate for feline leprosy (M. lepraemurium), used in combination with clarithromycin or rifampi | 橋接:EQUIVALENT"
drug_disease_label,associations/Kdataset.csv,443(DB00654),467(D005902),"latanoprost → Glaucoma, Open-Angle",data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,11906665,10.1046/j.1463-5216.2001.00201.x,,,D005902,DB00654,https://pubmed.ncbi.nlm.nih.gov/11906665/,Effect of different dose schedules of latanoprost on intraocular pressure and pupil size in the glaucomatous Beagle,Vet Ophthalmol 2001,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),prospective_trial,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/11906665/,"[Evidence欄:標準] Exact disease match — 8 Beagles with moderate-stage inherited primary open-angle glaucoma, significant IOP reduction; note latanoprost does NOT lower  | 橋接:ANALOGOUS"
drug_disease_label,associations/Kdataset.csv,449(DB08871),454(D064726),DB08871 → Triple Negative Breast Neoplasms,data-v2 (TNBC),ChEMBL drug_indication (mesh_id=D064726),ClinicalTrials.gov NCT02419495,,,NCT02419495,CHEMBL1683590,D064726,DB08871,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1683590/,Phase IB Study to Evaluate the Safety of Selinexor (KPT-330) in Combination With Multiple ,,2026-07-22,GET ebi.ac.uk/chembl/api/data/drug_indication?mesh_id=D064726 | GET clinicaltrials.gov/api/v2/studies?query.cond=triple+negative+breast+cancer&query.intr=eribulin,clinical_phase_3,SUPPORTED,PubChem PUG REST (ID) + ClinicalTrials.gov API v2 (交叉驗),https://clinicaltrials.gov/study/NCT02419495,[Evidence欄:ChEMBL-p3|NCT02419495] ChEMBL max_phase 3;CT.gov 56 個試驗
drug_disease_label,associations/Kdataset.csv,451(DB01194),467(D005902),"DB01194 → Glaucoma, Open-Angle",data-v3 (擴充),—(文獻/指引),Merck Vet Manual / VETgirl CE,,,,,D005902,DB01194,https://www.merckvetmanual.com/pharmacology/systemic-pharmacotherapeutics-of-the-eye/treatment-of-glaucoma-in-animals,,Merck Vet Manual / VETgirl CE,2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,review,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://www.merckvetmanual.com/pharmacology/systemic-pharmacotherapeutics-of-the-eye/treatment-of-glaucoma-in-animals,[Evidence欄:Merck Vet Manual / VETgirl C] Topical carbonic anhydrase inhibitor shown to effectively lower intraocular pressure in dogs and cats; standard medical glaucoma therapy (same class a | 橋接:ANALOGOUS
drug_disease_label,associations/Kdataset.csv,465(DB00736),466(D010437),DB00736 → Peptic Ulcer,data-v3 (擴充),—(文獻/指引),JVIM 2020 (Kuhl et al),32020689,,,,D010437,DB00736,https://pubmed.ncbi.nlm.nih.gov/32020689/,,JVIM 2020 (Kuhl et al),2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,prospective_trial,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pubmed.ncbi.nlm.nih.gov/32020689/,[Evidence欄:PMID:32020689] Prospective crossover study in dogs: IV esomeprazole 1 mg/kg q12h achieved target gastric acid suppression; PPIs are recommended as standard of care f | 橋接:ANALOGOUS
drug_disease_label,associations/Kdataset.csv,470(DB00364),466(D010437),sucralfate → Peptic Ulcer,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,30378711,10.1111/jvim.15337,,,D010437,DB00364,https://pmc.ncbi.nlm.nih.gov/articles/PMC6271318/,ACVIM consensus statement: Support for rational administration of gastrointestinal protectants to dogs and cats,J Vet Intern Med 2018,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),guideline,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/30378711/,[Evidence欄:標準] ACVIM consensus states PPIs are superior to sucralfate for gastroduodenal ulceration; sucralfate is adjunctive (mainly esophagitis) with no proven add | 橋接:ANALOGOUS
drug_disease_label,associations/Kdataset.csv,472(DB00763),473(D006980),methimazole → Hyperthyroidism,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,27143042,10.1177/1098612X16643252,,,D006980,DB00763,https://pubmed.ncbi.nlm.nih.gov/27143042/,2016 AAFP Guidelines for the Management of Feline Hyperthyroidism,J Feline Med Surg 2016,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),guideline,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/27143042/,[Evidence欄:標準貓甲亢] Unambiguous standard of care; AAFP guidelines specify methimazole 1.25-2.5 mg/cat q12h titrated to T4 1.0-2.5 mcg/dL. | 橋接:ANALOGOUS
drug_disease_label,associations/Kdataset.csv,482(DB01217),454(D064726),DB01217 → Triple Negative Breast Neoplasms,data-v2 (TNBC),ChEMBL drug_indication (mesh_id=D064726),ClinicalTrials.gov NCT02476955,,,NCT02476955,CHEMBL1399,D064726,DB01217,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1399/,Open-label Phase 1b Study of ARQ 092 in Combination With Anastrozole,,2026-07-22,GET ebi.ac.uk/chembl/api/data/drug_indication?mesh_id=D064726 | GET clinicaltrials.gov/api/v2/studies?query.cond=triple+negative+breast+cancer&query.intr=anastrozole,clinical_phase_2,SUPPORTED,PubChem PUG REST (ID) + ClinicalTrials.gov API v2 (交叉驗),https://clinicaltrials.gov/study/NCT02476955,[Evidence欄:ChEMBL-p2|NCT02476955] ChEMBL max_phase 2;CT.gov 5 個試驗
drug_disease_label,associations/Kdataset.csv,486(DB00441),454(D064726),gemcitabine → Triple Negative Breast Neoplasms,data-v2 (TNBC),ChEMBL drug_indication (mesh_id=D064726),ClinicalTrials.gov NCT00938652,,,NCT00938652,CHEMBL888,D064726,DB00441,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL888/,"A Phase 3, Multi-Center Study of Gemcitabine/Carboplatin, With or Without BSI-201, in Pati",,2026-07-22,GET ebi.ac.uk/chembl/api/data/drug_indication?mesh_id=D064726 | GET clinicaltrials.gov/api/v2/studies?query.cond=triple+negative+breast+cancer&query.intr=gemcitabine,clinical_phase_3,SUPPORTED,PubChem PUG REST (ID) + ClinicalTrials.gov API v2 (交叉驗),https://clinicaltrials.gov/study/NCT00938652,[Evidence欄:ChEMBL-p3|NCT00938652] ChEMBL max_phase 3;CT.gov 82 個試驗
drug_disease_label,associations/Kdataset.csv,486(DB00441),474(D001749),gemcitabine → Urinary Bladder Neoplasms,data-v3 (擴充),—(文獻/指引),JAVMA 2011 (Marconato),21492043,,,,D001749,DB00441,https://pubmed.ncbi.nlm.nih.gov/21492043/,,JAVMA 2011 (Marconato),2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,prospective_trial,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pubmed.ncbi.nlm.nih.gov/21492043/,[Evidence欄:PMID:21492043] Prospective trial of gemcitabine plus piroxicam in 38 dogs with transitional cell carcinoma of the urinary bladder; well tolerated with antitumor acti | 橋接:ANALOGOUS
drug_disease_label,associations/Kdataset.csv,487(DB00193),460(D010003),tramadol → Osteoarthritis,data-v3 (擴充),—(文獻/指引),PLoS ONE 2017 (Monteiro et al),28403198,,,,D010003,DB00193,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0175565,,PLoS ONE 2017 (Monteiro et al),2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,RCT,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pubmed.ncbi.nlm.nih.gov/28403198/,[Evidence欄:PMID:28403198] Randomized blinded placebo-controlled crossover trial: tramadol 3 mg/kg PO q12h increased peak vertical force and night-time activity in cats with nat | 橋接:EQUIVALENT
drug_disease_label,associations/Kdataset.csv,49(DB01005),459(D001932),hydroxyurea → Brain Neoplasms,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,,,,,D001932,DB01005,https://www.msdvetmanual.com/nervous-system/neoplasia-of-the-nervous-system/neoplasia-of-the-nervous-system-in-small-animals,Neoplasia of the Nervous System in Small Animals - MSD Veterinary Manual,,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),guideline,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://www.msdvetmanual.com/nervous-system/neoplasia-of-the-nervous-system/neoplasia-of-the-nervous-system-in-small-animals,"[Evidence欄:標準] MSD Vet Manual states 'Hydroxyurea is the chemotherapeutic agent of choice for meningiomas' in dogs (20 mg/kg PO q24h), but same source notes 'few stu | 橋接:EQUIVALENT"
